date,day_of_week,season,month,is_weekend,route,operator,vessel_type,departure_time,duration_min,status,est_passengers,est_road_vehicles_generated,corridor_impact,pier,pier_lat,pier_lon,departure_hour,timestamp
2022-10-11,Tuesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,31,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-11 11:00:00
2022-10-11,Tuesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,40,13,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-11 14:00:00
2022-10-11,Tuesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,37,12,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-11 15:00:00
2022-10-11,Tuesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,17,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-11 08:00:00
2022-10-11,Tuesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,17,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-11 11:00:00
2022-10-11,Tuesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,32,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-11 14:00:00
2022-10-11,Tuesday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Cancelled,0,0,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-11 09:00:00
2022-10-11,Tuesday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Cancelled,0,0,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-11 13:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,29,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-12 08:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,29,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-12 10:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Operating,28,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-12 11:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,30,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-12 13:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,27,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-12 14:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-12 09:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,19,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-12 12:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,42,14,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-12 08:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Operating,42,14,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-12 13:00:00
2022-10-12,Wednesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,27,9,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-12 09:00:00
2022-10-12,Wednesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,32,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-12 11:00:00
2022-10-12,Wednesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,44,14,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-12 14:00:00
2022-10-12,Wednesday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,40,13,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-12 15:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,17,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-12 08:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,15,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-12 11:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,27,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-12 14:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Operating,12,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-12 09:00:00
2022-10-12,Wednesday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Operating,17,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-12 13:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-13 08:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,33,11,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-13 10:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Operating,30,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-13 11:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-13 13:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,21,7,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-13 14:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,24,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-13 09:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,18,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-13 12:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,53,17,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-13 08:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Operating,45,15,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-13 13:00:00
2022-10-13,Thursday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,28,9,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-13 09:00:00
2022-10-13,Thursday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,31,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-13 11:00:00
2022-10-13,Thursday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,40,13,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-13 14:00:00
2022-10-13,Thursday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,36,12,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-13 15:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,19,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-13 08:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,13,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-13 11:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-13 14:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Operating,13,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-13 09:00:00
2022-10-13,Thursday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Operating,15,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-13 13:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,33,11,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-14 08:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,30,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-14 10:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Cancelled,0,0,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-14 11:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,29,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-14 13:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,22,7,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-14 14:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,25,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-14 09:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,21,7,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-14 12:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,43,14,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-14 08:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Operating,42,14,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-14 13:00:00
2022-10-14,Friday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,24,8,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-14 09:00:00
2022-10-14,Friday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,33,11,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-14 11:00:00
2022-10-14,Friday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,41,13,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-14 14:00:00
2022-10-14,Friday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,32,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-14 15:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,19,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-14 08:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,15,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-14 11:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,34,11,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-14 14:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Operating,13,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-14 09:00:00
2022-10-14,Friday,Low,10,0,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Operating,17,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-14 13:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,29,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-15 08:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,28,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-15 10:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Operating,31,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-15 11:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,24,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-15 13:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-15 14:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,20,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-15 09:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,18,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-15 12:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,46,15,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-15 08:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Operating,44,14,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-15 13:00:00
2022-10-15,Saturday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,30,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-15 09:00:00
2022-10-15,Saturday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,28,9,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-15 11:00:00
2022-10-15,Saturday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,48,16,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-15 14:00:00
2022-10-15,Saturday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,34,11,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-15 15:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,16,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-15 08:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,13,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-15 11:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,29,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-15 14:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Operating,12,4,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-15 09:00:00
2022-10-15,Saturday,Low,10,1,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Operating,19,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-15 13:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,31,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-16 08:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,26,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-16 10:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Operating,34,11,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-16 11:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,24,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-16 13:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,25,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-16 14:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,20,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-16 09:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,21,7,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-16 12:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,55,18,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-16 08:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Operating,47,15,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-16 13:00:00
2022-10-16,Sunday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,29,9,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-16 09:00:00
2022-10-16,Sunday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,26,8,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-16 11:00:00
2022-10-16,Sunday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,37,12,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-16 14:00:00
2022-10-16,Sunday,Low,10,1,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Cancelled,0,0,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-16 15:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Bundhaya Speed Boat,Speedboat,08:00,150,Operating,18,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-16 08:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Andaman Wave Master,Speedboat,11:00,150,Operating,15,5,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-16 11:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Koh_Lanta_Saladan,Chaokoh Ferry,Ferry,14:00,360,Operating,25,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-16 14:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Krabi_Ao_Nang,Phi Phi Cruiser,Speedboat,09:00,120,Operating,11,3,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-16 09:00:00
2022-10-16,Sunday,Low,10,1,Phuket_Rassada → Krabi_Ao_Nang,Andaman Wave Master,Ferry,13:00,150,Operating,20,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-16 13:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,08:30,60,Operating,28,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-17 08:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,10:00,60,Operating,32,10,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,10,2022-10-17 10:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,11:30,60,Operating,35,11,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,11,2022-10-17 11:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,13:00,60,Operating,28,9,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-17 13:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Andaman Wave Master,Speedboat,14:30,60,Operating,25,8,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,14,2022-10-17 14:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,09:00,60,Operating,21,7,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,9,2022-10-17 09:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Bundhaya Speed Boat,Speedboat,12:00,60,Operating,20,6,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,12,2022-10-17 12:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,08:30,120,Operating,48,16,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,8,2022-10-17 08:00:00
2022-10-17,Monday,Low,10,0,Phuket_Rassada → Koh_Phi_Phi_Tonsai,Chaokoh Ferry,Ferry,13:30,120,Cancelled,0,0,Phuket Town → Rassada Pier,Rassada_Pier,7.8791,98.4051,13,2022-10-17 13:00:00
2022-10-17,Monday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,09:00,60,Operating,25,8,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,9,2022-10-17 09:00:00
2022-10-17,Monday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Speedboat,11:00,60,Operating,32,10,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,11,2022-10-17 11:00:00
2022-10-17,Monday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,14:00,120,Operating,41,13,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,14,2022-10-17 14:00:00
2022-10-17,Monday,Low,10,0,Koh_Phi_Phi_Tonsai → Phuket_Rassada,Mixed operators,Ferry,15:30,120,Operating,35,11,Rassada Pier → Phuket Town,Rassada_Pier,7.8791,98.4051,15,2022-10-17 15:00:00
