date,day_of_week,season,is_weekend,route_id,route_name,direction,corridor,departure_time,arrival_time,departure_hour,duration_min,frequency_min,fare_thb,est_passengers,cars_avoided,nb_stops
2022-10-30,Sunday,Low,1,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,23:15,24:45,23,90,60,100,28,16,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,06:00,06:45,6,45,60,50,15,9,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,07:00,07:45,7,45,60,50,11,6,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,08:00,08:45,8,45,60,50,15,9,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,09:00,09:45,9,45,60,50,17,10,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,10:00,10:45,10,45,60,50,18,10,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,11:00,11:45,11,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,12:00,12:45,12,45,60,50,10,6,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,13:00,13:45,13,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,14:00,14:45,14,45,60,50,14,8,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,15:00,15:45,15,45,60,50,11,6,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,16:00,16:45,16,45,60,50,17,10,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,17:00,17:45,17,45,60,50,10,6,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,18:00,18:45,18,45,60,50,16,9,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,19:00,19:45,19,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,20:00,20:45,20,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,07:00,07:45,7,45,60,50,8,4,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,08:00,08:45,8,45,60,50,14,8,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,09:00,09:45,9,45,60,50,11,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,10:00,10:45,10,45,60,50,10,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,11:00,11:45,11,45,60,50,8,4,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,12:00,12:45,12,45,60,50,9,5,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,13:00,13:45,13,45,60,50,11,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,14:00,14:45,14,45,60,50,10,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,15:00,15:45,15,45,60,50,10,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,16:00,16:45,16,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,17:00,17:45,17,45,60,50,15,9,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,18:00,18:45,18,45,60,50,13,7,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,19:00,19:45,19,45,60,50,11,6,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,20:00,20:45,20,45,60,50,14,8,9
2022-10-30,Sunday,Low,1,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,21:00,21:45,21,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,07:15,08:45,7,90,60,100,13,7,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,08:15,09:45,8,90,60,100,18,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,09:15,10:45,9,90,60,100,13,7,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,10:15,11:45,10,90,60,100,17,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,11:15,12:45,11,90,60,100,17,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,12:15,13:45,12,90,60,100,15,9,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,13:15,14:45,13,90,60,100,21,12,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,14:15,15:45,14,90,60,100,17,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,15:15,16:45,15,90,60,100,20,12,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,16:15,17:45,16,90,60,100,17,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,17:15,18:45,17,90,60,100,16,9,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,18:15,19:45,18,90,60,100,14,8,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,19:15,20:45,19,90,60,100,21,12,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,20:15,21:45,20,90,60,100,18,10,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,21:15,22:45,21,90,60,100,13,7,9
2022-10-31,Monday,Low,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,22:15,23:45,22,90,60,100,15,9,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,08:15,09:45,8,90,60,100,16,9,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,09:15,10:45,9,90,60,100,18,10,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,10:15,11:45,10,90,60,100,21,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,11:15,12:45,11,90,60,100,20,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,12:15,13:45,12,90,60,100,24,14,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,13:15,14:45,13,90,60,100,21,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,14:15,15:45,14,90,60,100,19,11,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,15:15,16:45,15,90,60,100,25,15,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,16:15,17:45,16,90,60,100,18,10,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,17:15,18:45,17,90,60,100,21,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,18:15,19:45,18,90,60,100,20,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,19:15,20:45,19,90,60,100,23,13,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,20:15,21:45,20,90,60,100,22,13,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,21:15,22:45,21,90,60,100,15,9,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,22:15,23:45,22,90,60,100,20,12,9
2022-10-31,Monday,Low,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,23:15,24:45,23,90,60,100,20,12,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,06:00,06:45,6,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,07:00,07:45,7,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,08:00,08:45,8,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,09:00,09:45,9,45,60,50,10,6,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,10:00,10:45,10,45,60,50,15,9,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,11:00,11:45,11,45,60,50,13,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,12:00,12:45,12,45,60,50,9,5,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,13:00,13:45,13,45,60,50,13,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,14:00,14:45,14,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,15:00,15:45,15,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,16:00,16:45,16,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,17:00,17:45,17,45,60,50,14,8,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,18:00,18:45,18,45,60,50,9,5,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,19:00,19:45,19,45,60,50,10,6,9
2022-10-31,Monday,Low,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,20:00,20:45,20,45,60,50,10,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,07:00,07:45,7,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,08:00,08:45,8,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,09:00,09:45,9,45,60,50,8,4,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,10:00,10:45,10,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,11:00,11:45,11,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,12:00,12:45,12,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,13:00,13:45,13,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,14:00,14:45,14,45,60,50,10,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,15:00,15:45,15,45,60,50,9,5,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,16:00,16:45,16,45,60,50,10,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,17:00,17:45,17,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,18:00,18:45,18,45,60,50,11,6,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,19:00,19:45,19,45,60,50,12,7,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,20:00,20:45,20,45,60,50,8,4,9
2022-10-31,Monday,Low,0,Route_2_FromPatong,Phuket Smart Bus Route 2 (From Patong),Patong Beach → Bus Terminal 1 (Phuket Town),Patong → Phuket Town,21:00,21:45,21,45,60,50,11,6,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,07:15,08:45,7,90,60,100,31,18,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,08:15,09:45,8,90,60,100,35,21,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,09:15,10:45,9,90,60,100,44,26,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,10:15,11:45,10,90,60,100,40,24,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,11:15,12:45,11,90,60,100,42,25,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,12:15,13:45,12,90,60,100,25,15,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,13:15,14:45,13,90,60,100,27,16,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,14:15,15:45,14,90,60,100,33,19,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,15:15,16:45,15,90,60,100,36,21,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,16:15,17:45,16,90,60,100,39,23,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,17:15,18:45,17,90,60,100,37,22,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,18:15,19:45,18,90,60,100,43,25,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,19:15,20:45,19,90,60,100,42,25,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,20:15,21:45,20,90,60,100,42,25,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,21:15,22:45,21,90,60,100,41,24,9
2022-11-01,Tuesday,High,0,Route_1_Northbound,Phuket Smart Bus Route 1 (Northbound),Rawai Beach → Phuket Airport,Rawai → Kata → Patong → Airport,22:15,23:45,22,90,60,100,30,18,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,08:15,09:45,8,90,60,100,40,24,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,09:15,10:45,9,90,60,100,43,25,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,10:15,11:45,10,90,60,100,49,29,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,11:15,12:45,11,90,60,100,38,22,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,12:15,13:45,12,90,60,100,29,17,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,13:15,14:45,13,90,60,100,28,16,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,14:15,15:45,14,90,60,100,35,21,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,15:15,16:45,15,90,60,100,41,24,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,16:15,17:45,16,90,60,100,35,21,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,17:15,18:45,17,90,60,100,51,30,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,18:15,19:45,18,90,60,100,50,30,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,19:15,20:45,19,90,60,100,47,28,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,20:15,21:45,20,90,60,100,46,27,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,21:15,22:45,21,90,60,100,47,28,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,22:15,23:45,22,90,60,100,32,19,9
2022-11-01,Tuesday,High,0,Route_1_Southbound,Phuket Smart Bus Route 1 (Southbound),Phuket Airport → Rawai Beach,Airport → Patong → Rawai,23:15,24:45,23,90,60,100,39,23,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,06:00,06:45,6,45,60,50,34,20,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,07:00,07:45,7,45,60,50,28,16,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,08:00,08:45,8,45,60,50,26,15,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,09:00,09:45,9,45,60,50,28,16,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,10:00,10:45,10,45,60,50,20,12,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,11:00,11:45,11,45,60,50,31,18,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,12:00,12:45,12,45,60,50,30,18,9
2022-11-01,Tuesday,High,0,Route_2_ToPatong,Phuket Smart Bus Route 2 (To Patong),Bus Terminal 1 (Phuket Town) → Patong Beach,Phuket Town → Patong,13:00,13:45,13,45,60,50,23,13,9
