name,category,latitude,longitude,type
Index Livingmall,Shopping,7.8989141,98.3674897,way
Central Phuket Festival,Shopping,7.8919362,98.3677603,way
ดีไซน์สแควร์,Shopping,7.895238,98.3691971,way
Villa Market,Shopping,7.9598561,98.3856612,way
Holiday Inn Resort,Tourism/Hotel,7.8881448,98.2939634,way
Baan Suay,Tourism/Hotel,7.8436539,98.3017183,way
Bamboo Beach Hotel and Spa,Tourism/Hotel,7.9132299,98.2948512,way
Orchid Hotel and Spa,Tourism/Hotel,7.9128394,98.2945237,way
Bella Nara,Tourism/Hotel,8.0889125,98.2991373,way
Maikhao Dream Villa Resort & Spa,Tourism/Hotel,8.135453,98.2997433,way
Surintra Boutique Resort,Tourism/Hotel,7.9791638,98.2806592,way
DoubleTree by Hilton Phuket Banthai Resort,Tourism/Hotel,7.8906365,98.2951011,way
Palm Garden Resort,Tourism/Hotel,7.8185784,98.3412263,way
The Aspasia Phuket,Tourism/Hotel,7.8262827,98.2935281,way
Naka Street food,Tourism/Hotel,7.8804523,98.3662718,way
Rosewood Phuket,Tourism/Hotel,7.8847114,98.2739182,way
ถนนถลาง,Tourism/Hotel,7.8847674,98.3891386,way
The Village Coconut Island,Tourism/Hotel,7.941032,98.4230319,way
พระพุทธมิ่งมงคลเอกเนาคคีรี,Tourism/Hotel,7.8277297,98.3128109,way
Wat Chalong,Tourism/Hotel,7.8462522,98.3370972,way
Red Planet Patong,Tourism/Hotel,7.9012874,98.3002824,way
Airport Beach Hotel,Tourism/Hotel,8.0920993,98.3008181,way
Kokotel,Tourism/Hotel,8.0921954,98.3003615,way
Super Cheap,Shopping,7.8444062,98.3350195,way
Le Meridien Phuket Beach Resort,Tourism/Hotel,7.8662529,98.2831961,way
Dewa,Tourism/Hotel,8.0929722,98.300068,way
Ideo Phuket,Tourism/Hotel,8.0865846,98.2999771,way
Banyan Villa,Tourism/Hotel,7.84187,98.3474203,way
Phuket Snake Show,Tourism/Hotel,7.8623626,98.3451712,way
Phuthai Souvenir Market,Tourism/Hotel,7.8619769,98.3456548,way
Good Day Phuket,Tourism/Hotel,7.8706422,98.3679967,way
PSU Lodge,Tourism/Hotel,7.8939074,98.3518454,way
Zorbing Rollerball,Tourism/Hotel,7.9163998,98.2970325,way
P.S Hotel & Restaurant,Tourism/Hotel,7.8937231,98.2987392,way
Thanyapura Sports Hotel,Tourism/Hotel,8.0491898,98.3545918,way
Lotus's Supermarket,Shopping,7.8398964,98.3334801,way
Patong Boyz Town,Tourism/Hotel,7.895707,98.2996782,way
Peach Blossom Resort,Tourism/Hotel,7.827229,98.2951664,way
Club Med Phuket,Tourism/Hotel,7.8205618,98.2977761,way
New Life Phuket Design,Tourism/Hotel,7.8842781,98.2962974,way
Tuna Casa Hotel,Tourism/Hotel,7.8179631,98.3027591,way
Kamala Tropical Garden,Tourism/Hotel,7.9481758,98.2838632,way
New Life Phuket Classic,Tourism/Hotel,7.8850237,98.2982459,way
Blue Monke,Tourism/Hotel,7.883941,98.3942216,way
Wekata Luxury,Tourism/Hotel,7.8241046,98.2998207,way
The Beach Heights Resort,Tourism/Hotel,7.8241911,98.300036,way
Central Phuket Floresta,Shopping,7.8898206,98.3660728,way
Carting,Tourism/Hotel,7.8231079,98.3337829,way
ไลม์ไลท์ ภูเก็ต,Shopping,7.8866124,98.3920131,way
วงเวียนสุรินทร์,Tourism/Hotel,7.8804126,98.3922187,way
Pacific Club Resort,Tourism/Hotel,7.8570686,98.2958268,way
บีเอ็นบี โฮม ภูเก็ต,Shopping,7.8921376,98.3697767,way
Ibis,Tourism/Hotel,7.9019471,98.2997862,way
Nirvana Hotel,Tourism/Hotel,7.8849119,98.2936612,way
Am Surin Place,Tourism/Hotel,7.9798307,98.280693,way
Chanalai Romantica Resort,Tourism/Hotel,7.8192894,98.3005921,way
Kata Lucky villa,Tourism/Hotel,7.8170135,98.3042052,way
Spice & Sea Resort,Tourism/Hotel,7.819417,98.3015599,way
Kata Sea Breeze Resort,Tourism/Hotel,7.8199257,98.3006008,way
Kata Palace Phuket,Tourism/Hotel,7.8182764,98.3011136,way
Alpina Phuket Nalina Resort & Spa,Tourism/Hotel,7.8210374,98.3029017,way
Kata Place,Tourism/Hotel,7.8174637,98.3084615,way
Golden Sand Inn,Tourism/Hotel,7.8506025,98.293656,way
Ramada by Wyndham Phuket Southsea,Tourism/Hotel,7.8469586,98.2938053,way
Ocean Pie Phuket,Tourism/Hotel,7.7682096,98.3089844,way
The Royal Paradise Hotel & Spa Patong Phuket(Paradise Wing),Tourism/Hotel,7.895085,98.3003458,way
The Royal Paradise Hotel & Spa(เดอะรอยัล พาราไดส์ โฮเทล แอนด์ สปา),Tourism/Hotel,7.8959055,98.3004856,way
Phuket Villa Patong Beach,Tourism/Hotel,7.8930123,98.3021918,way
Hotel Andakira,Tourism/Hotel,7.8941057,98.3027622,way
Yanui Paradise Beach Resort,Tourism/Hotel,7.7697624,98.3125924,way
The Royal Phuket Yacht Club,Tourism/Hotel,7.7785556,98.3026339,way
Super Cheap,Shopping,7.7775873,98.3278526,way
Four Points by Sheraton,Tourism/Hotel,7.9045845,98.2975757,way
Tara Patong Beach Resort,Tourism/Hotel,7.897095,98.2980344,way
Patong Sub Inn,Tourism/Hotel,7.8966618,98.2999372,way
Lamai Guesthouse 2,Tourism/Hotel,7.8785201,98.2914892,way
Azure Phuket,Tourism/Hotel,7.8812833,98.293611,way
The Silk Hill Hotel,Tourism/Hotel,7.8830243,98.3005835,way
Sugar Palm Grand Hillside Reception,Tourism/Hotel,7.8148033,98.3010119,way
The Little Mermaid Resort,Tourism/Hotel,7.8264425,98.2970069,way
Novotel Phuket Kata Avista Resort and Spa,Tourism/Hotel,7.8259192,98.2950034,way
Phuket Hotel Chee Wa,Tourism/Hotel,7.8697232,98.3921232,way
ศูนย์การค้าเอ็กซ์โป ภูเก็ต,Shopping,7.8805757,98.3959593,way
Courtyard by Marriott Phuket Town,Tourism/Hotel,7.8808236,98.3930131,way
Ratana Hill Patong,Tourism/Hotel,7.8964363,98.3115162,way
Phuket airport mainson,Tourism/Hotel,8.1010013,98.3069972,way
Villa Market,Shopping,7.9938438,98.3046223,way
Airport Resort,Tourism/Hotel,8.0942422,98.3076782,way
Proud Phuket hotel,Tourism/Hotel,8.0933312,98.3028124,way
Room Actually,Tourism/Hotel,7.8479936,98.2966821,way
Tesco Lotus,Shopping,7.9860143,98.3012291,way
Sunwing Resort & Spa,Tourism/Hotel,7.9902312,98.2917777,way
Phuket Botanic Garden,Tourism/Hotel,7.8477648,98.3457624,way
Kata hillside hotel,Tourism/Hotel,7.8156487,98.3057156,way
Tesco Lotus,Shopping,7.9131892,98.3364615,way
Pacific Inn,Tourism/Hotel,7.8774682,98.3930665,way
T.Y. Airport Inn,Tourism/Hotel,8.1002432,98.3068385,way
David Residence,Tourism/Hotel,8.106826,98.3086885,way
JJ airport condotel,Tourism/Hotel,8.1083967,98.3112531,way
Hipaphan,Tourism/Hotel,8.1016389,98.3035187,way
S2 Airport Residence,Tourism/Hotel,8.1009845,98.305497,way
Sixteenth Naiyang Beach,Tourism/Hotel,8.1008173,98.3060545,way
Phuket Airport Inn,Tourism/Hotel,8.0987505,98.3062796,way
วินริสา เพลส,Tourism/Hotel,8.09712,98.3066941,way
Baan Sabai Phuket,Tourism/Hotel,7.7913495,98.3168889,way
สวนสาธารณะเฉลิมพระเกียรติ,Tourism/Hotel,7.8753521,98.3746577,way
Andaman Seaside Resort,Tourism/Hotel,7.9846021,98.2870032,way
The Natural Resort,Tourism/Hotel,7.8825764,98.2958948,way
Sea Sun Sand Resort & Spa,Tourism/Hotel,7.9062875,98.3000229,way
Austrian Garden Hotel & Restaurant,Tourism/Hotel,7.9023739,98.2996401,way
Park Mall,Shopping,7.9861531,98.3015676,way
Cassia Phuket,Tourism/Hotel,8.0002057,98.2963381,way
Angsana Laguna Wedding Chapel,Tourism/Hotel,8.0033698,98.297054,way
Outrigger Laguna Phuket Beach Resort,Tourism/Hotel,7.9972163,98.2940584,way
Dusit Thani Laguna Phuket,Tourism/Hotel,8.0014539,98.2938719,way
Banyan Tree Spa Sanctuary,Tourism/Hotel,8.0096585,98.2939694,way
Mövenpick Resort Bangtao Beach,Tourism/Hotel,8.0087568,98.2932914,way
Zcape-2 Condo,Tourism/Hotel,7.9935429,98.3036921,way
Diamond Resort & Condominiums,Tourism/Hotel,7.9923328,98.2992473,way
Laguna Holiday Club Hotel,Tourism/Hotel,8.0030856,98.2988673,way
Pumeria,Tourism/Hotel,7.9877931,98.2965319,way
The Pavilions Hotel,Tourism/Hotel,8.0236701,98.3027799,way
Dream Phuket Hotel & Spa,Tourism/Hotel,8.0171889,98.3066251,way
Sabai Resort,Tourism/Hotel,8.0027003,98.3078823,way
Banyan Tree Phuket,Tourism/Hotel,8.0129762,98.2951056,way
Chaba Resort Phuket,Tourism/Hotel,7.9942703,98.3027477,way
The Residence Resort and Spa Retreat,Tourism/Hotel,7.9893019,98.2979387,way
ซูปเปอร์ชีพ สาขาถนนศักดิเดช,Shopping,7.8638163,98.3800919,way
King Power Duty Free Mall,Shopping,7.8733681,98.3618201,way
Recenta Phuket SuanLuang,Tourism/Hotel,7.8714982,98.3663807,way
The Nature Spa Academy,Tourism/Hotel,7.8705597,98.3673718,way
Two Villas Holiday OXYGEN VILLA BANGTAO BEACH,Tourism/Hotel,7.9853813,98.2954706,way
The Courtyard,Shopping,7.8701724,98.3582899,way
Little Nyonya Hotel,Tourism/Hotel,7.8789371,98.3643158,way
CAP Mansion Phuket,Tourism/Hotel,7.8780957,98.3713239,way
NASA Mansion,Tourism/Hotel,7.8785427,98.3708036,way
Grand Mercure Phuket Patong,Tourism/Hotel,7.8884588,98.2966541,way
At Kamala,Tourism/Hotel,7.9500193,98.2809982,way
Big C,Shopping,7.9479923,98.2803111,way
Vivace Hotel,Tourism/Hotel,7.9493542,98.2807594,way
Layalina,Tourism/Hotel,7.9506548,98.280942,way
Bandara Phuket Beach Resort,Tourism/Hotel,7.8115753,98.3890138,way
Casa Brazil,Tourism/Hotel,7.8333287,98.2970159,way
Hassana House,Tourism/Hotel,7.9826222,98.2996164,way
Mareeya Guesthouse,Tourism/Hotel,7.9834413,98.2990494,way
Isdaris Apartment,Tourism/Hotel,7.9835748,98.2949104,way
Baan Norkna,Tourism/Hotel,7.9854618,98.2944234,way
Clear House Resort,Tourism/Hotel,7.9502803,98.2865369,way
Canal Resort,Tourism/Hotel,8.0959832,98.3091026,way
Super Cheap,Shopping,7.9108991,98.3349846,way
New Square Patong,Tourism/Hotel,7.888974,98.2993558,way
Sukumvit Backpacker,Tourism/Hotel,7.885732,98.3937552,way
InterContinental Phuket Resort,Tourism/Hotel,7.9629387,98.2858009,way
Patong Pearl Hotel,Tourism/Hotel,7.8977926,98.2991469,way
Patong Mansion Hotel,Tourism/Hotel,7.8990584,98.3046176,way
Super Cheap,Shopping,7.8202415,98.3411224,way
Kata Tranquil Villa,Tourism/Hotel,7.831324,98.3013304,way
Phuket Orchid Farm,Tourism/Hotel,7.818704,98.3343945,way
Baan Karon Resort,Tourism/Hotel,7.8308165,98.2999201,way
Atom Phuket Hotel,Tourism/Hotel,8.0951503,98.3069895,way
Heaven apartments,Tourism/Hotel,7.8990343,98.3043885,way
The Bay,Tourism/Hotel,7.8949379,98.2955568,way
Hilton Garden Inn Phuket Bang Tao,Tourism/Hotel,7.9961972,98.2998701,way
Mini BigC,Shopping,7.8231931,98.3374667,way
Chalong Chalet Resort & Longstay reception,Tourism/Hotel,7.8257272,98.3272349,way
Chalong Chalet Resort & Longstay,Tourism/Hotel,7.8259032,98.3260548,way
Wabi Sabi Boutique Hotel,Tourism/Hotel,7.9501751,98.2823908,way
Lotus Go Fresh,Shopping,7.7918561,98.3178353,way
The Melody Phuket,Tourism/Hotel,7.8273441,98.3010124,way
Nonnee hotel,Tourism/Hotel,7.8180321,98.3099717,way
Beachfront Phuket Hotel,Tourism/Hotel,7.9843208,98.2828506,way
Robinson Lifestyle Thalang,Shopping,7.9807227,98.3620562,way
Smile Residence,Tourism/Hotel,7.8227853,98.3358007,way
Ratana Hotel Chalong,Tourism/Hotel,7.8196423,98.3396846,way
Lamai Guesthouse 1,Tourism/Hotel,7.8786074,98.2916314,way
Lamai Guesthouse,Tourism/Hotel,7.8983798,98.3464527,way
B2 premier Phuket,Tourism/Hotel,7.8975179,98.3506032,way
Surf Inn,Tourism/Hotel,7.9064299,98.3068902,way
Arch39 Phuket Beach Front,Tourism/Hotel,7.8238303,98.3455402,way
Wyndham La Vita Phuket,Tourism/Hotel,7.7739069,98.3169805,way
Rawai Palm Beach Resort reception,Tourism/Hotel,7.7709818,98.3179453,way
Purimas Resortel,Tourism/Hotel,7.7840114,98.3292607,way
Saturdays Residence by Brown Starling,Tourism/Hotel,7.8041311,98.3309416,way
Lotus Bleu,Tourism/Hotel,7.7999479,98.3277063,way
Baba La Casa,Tourism/Hotel,7.8326248,98.3443344,way
Elephant Jungle Sanctuary Phuket,Tourism/Hotel,7.918799,98.330319,way
Palm Oasis Boutique Hotel,Tourism/Hotel,7.7874408,98.3164703,way
Jula Place,Tourism/Hotel,7.8246435,98.3422719,way
Casa bella,Tourism/Hotel,7.8275492,98.3402651,way
Chernin hotel,Tourism/Hotel,7.8155362,98.3361766,way
Eva beach,Tourism/Hotel,7.7853035,98.3337966,way
Tea Tree Phuket,Tourism/Hotel,7.7819341,98.330155,way
The Yama,Tourism/Hotel,7.8203017,98.3097787,way
Tops daily,Shopping,7.8337761,98.3385823,way
Coco retreat,Tourism/Hotel,7.8462303,98.3442707,way
The One Cozy Vacation Residence,Tourism/Hotel,7.8570706,98.3418303,way
Tops daily,Shopping,7.8544371,98.3443854,way
Phuket Muay Thai House,Tourism/Hotel,7.8535955,98.345647,way
Happy cottage hotel,Tourism/Hotel,7.8530975,98.3460195,way
Banyen Chalong Hill,Tourism/Hotel,7.8490251,98.3298336,way
Bukit Elephant Park,Tourism/Hotel,7.8615354,98.3212118,way
Villa Zolitude Phuket,Tourism/Hotel,7.8663021,98.3306082,way
Villa Sonata,Tourism/Hotel,7.8650715,98.3313816,way
Ramada Plaza,Tourism/Hotel,7.8699463,98.3571466,way
Serenity Residence Lakeview,Tourism/Hotel,7.9158211,98.3283821,way
Di Pantai Boutique Resort,Tourism/Hotel,7.9171733,98.2913439,way
Foto Hotel,Tourism/Hotel,7.8755266,98.4292945,way
Secret Cliff reception,Tourism/Hotel,7.8606493,98.2841219,way
Travelodge,Tourism/Hotel,7.889756,98.3631274,way
Phannara Spa,Tourism/Hotel,7.8925356,98.3617222,way
The Fusion,Tourism/Hotel,7.8561681,98.3425361,way
Bora Bora Phuket,Tourism/Hotel,7.8564839,98.3420937,way
Thai modern resort and spa,Tourism/Hotel,7.8377546,98.3267541,way
Phuket paradise,Tourism/Hotel,7.9561904,98.3858162,way
Rawai princess hotel,Tourism/Hotel,7.8061194,98.3362415,way
Coriacea,Tourism/Hotel,8.1206238,98.3022869,way
Sugar Marina,Tourism/Hotel,8.098175,98.3072853,way
"Phuket Marriott Resort and Spa, Nai Yang Beach",Tourism/Hotel,8.0818185,98.28855,way
Hyatt Regency Phuket Resort,Tourism/Hotel,7.9467649,98.2711483,way
Lotus's,Shopping,7.9905446,98.3738513,way
Lotus Residence,Tourism/Hotel,7.9066962,98.3068545,way
Baan Andaman Sea Surf,Tourism/Hotel,7.9062148,98.3068967,way
A2 Pool Resort Phuket,Tourism/Hotel,7.9155507,98.3690636,way
Pink Mansion Phuket,Tourism/Hotel,7.9004612,98.3800811,way
Ranghill Residence Phuket Town,Tourism/Hotel,7.8886092,98.3792277,way
Relax Residence,Tourism/Hotel,8.031117,98.3237932,way
Tour De Phuket Hotel,Tourism/Hotel,7.9792279,98.357388,way
Popular Mansion,Tourism/Hotel,7.9154397,98.3712498,way
Super Cheap,Shopping,7.7825005,98.3223827,way
Karon Village,Tourism/Hotel,7.8390595,98.3004571,way
Princess Seaview,Tourism/Hotel,7.8396834,98.3010087,way
Blu Monkey,Tourism/Hotel,7.9001634,98.3807609,way
The Tide,Tourism/Hotel,7.8758038,98.4294545,way
เดอะเวสทิน สิเหร่เบย์ รีสอร์ทแอนด์สปา ภูเก็ต,Tourism/Hotel,7.87226,98.4288815,way
Grand Kata VIP,Tourism/Hotel,7.823989,98.2995717,way
Skyline adventure,Tourism/Hotel,7.7924693,98.3049249,way
Rawai Boutique Resort,Tourism/Hotel,7.7770138,98.3238915,way
Flying Hanuman,Tourism/Hotel,7.9247137,98.3226916,way
Karon Princess Hotel,Tourism/Hotel,7.8434977,98.2954811,way
Baan Karonburi Resort,Tourism/Hotel,7.8436701,98.2954419,way
Casa Del M,Tourism/Hotel,7.9048874,98.3070403,way
Paradise Sea View Apartment Resort,Tourism/Hotel,7.8111246,98.3251567,way
Par Phuket Hotel,Tourism/Hotel,7.8982124,98.3456769,way
Naiya Beach Bungalow Reception,Tourism/Hotel,7.7656798,98.3064707,way
Soi Dog Foundation,Tourism/Hotel,8.1282919,98.3130987,way
Phuket Nature Elephant Reserve,Tourism/Hotel,7.976463,98.3261793,way
Niran Farm Equestrian Center,Tourism/Hotel,7.9700527,98.3422557,way
Poolrada Boutique Hotel,Tourism/Hotel,8.0264692,98.3285133,way
Tops,Shopping,7.8778348,98.3806634,way
Super Cheap,Shopping,8.0161054,98.3190877,way
Tops,Shopping,8.0898331,98.2985598,way
Big C,Shopping,8.0886578,98.3055089,way
Coconut Bungalow,Tourism/Hotel,8.0931346,98.3080776,way
Premium Outlet,Shopping,7.9443308,98.3846202,way
Holiday House Kata & Karon Phuket Hotel,Tourism/Hotel,7.8263288,98.2984455,way
Adema Boutique Karon,Tourism/Hotel,7.8358756,98.2986398,way
Dome Kata Resort,Tourism/Hotel,7.8260627,98.3011832,way
The sis kata,Tourism/Hotel,7.8124937,98.299965,way
Impiana Resort,Tourism/Hotel,7.8968303,98.2961406,way
The Gallery Hotel,Tourism/Hotel,7.7820853,98.311234,way
Navatara Phuket Resort,Tourism/Hotel,7.7694262,98.3158715,way
Selina Serenity Rawai Pukhet,Tourism/Hotel,7.8011317,98.3366861,way
ศรีพันวา,Tourism/Hotel,7.8032993,98.4095436,way
Robinson Lifestyle Chalong,Shopping,7.8479676,98.3503769,way
ถนนคนเดิน หลาดใหญ่,Tourism/Hotel,7.8847687,98.3891147,way
ถนนบางลา,Tourism/Hotel,7.8932014,98.2981265,way
Hotel Riu Palace Phuket,Tourism/Hotel,8.177136,98.2918483,way
Go Wholesale Phuket,Shopping,7.8768599,98.395559,way
Ikon Phuket,Tourism/Hotel,7.8433518,98.3029571,way
โกล์ด แชเรียทโฮเทล,Tourism/Hotel,8.0120461,98.3150122,way
อมารี ภูเก็ต,Tourism/Hotel,7.8860386,98.2844304,way
Lotus's go fresh,Shopping,8.0984135,98.3062041,way
Perennial resort,Tourism/Hotel,8.1017176,98.3030521,way
